user_id,signup_timestamp,email_domain,user_population_type,is_abuse_ring,ring_id,ring_type
usr_00085,2025-09-19 04:28:35,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00086,2025-10-07 14:37:48,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00087,2025-09-14 05:37:10,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00088,2025-10-14 17:18:05,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00089,2025-09-04 10:26:23,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00090,2025-07-27 08:00:17,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00091,2026-03-23 02:28:55,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00092,2026-01-25 21:49:09,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00093,2026-03-03 03:27:15,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00094,2025-10-02 06:51:17,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00095,2026-01-08 06:55:15,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00096,2025-08-01 05:08:10,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00097,2025-09-12 19:47:30,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00098,2025-08-08 15:03:51,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00099,2025-07-25 23:55:29,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00100,2026-01-08 17:33:07,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00101,2025-07-28 17:20:25,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00102,2026-03-12 20:02:07,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00103,2026-03-04 11:16:08,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00104,2025-07-14 12:46:52,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00105,2026-02-20 21:25:52,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00106,2026-03-12 11:15:09,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00107,2026-03-26 01:43:46,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00108,2025-12-05 00:31:43,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00109,2025-09-18 02:17:31,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00110,2025-09-29 21:50:59,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00111,2025-12-09 04:48:00,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00112,2025-10-10 23:38:34,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00113,2025-12-28 13:23:40,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00114,2026-03-26 19:30:06,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00115,2025-12-26 13:28:22,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00116,2025-12-26 10:38:51,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00117,2026-01-20 14:28:20,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00118,2025-09-27 23:43:21,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00119,2025-07-06 20:29:39,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00120,2025-09-07 14:22:14,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00121,2026-02-08 00:45:34,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00122,2025-07-29 14:04:30,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00123,2026-01-29 11:23:04,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00124,2025-07-14 07:44:28,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00125,2025-11-19 20:19:56,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00126,2026-03-06 04:54:55,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00127,2025-11-18 01:06:24,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00128,2025-12-18 19:37:02,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00129,2025-12-29 15:31:13,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00130,2026-03-04 00:16:25,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00131,2025-07-20 09:07:58,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00132,2025-09-19 18:57:53,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00133,2025-12-18 20:16:49,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00134,2025-08-15 04:30:57,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00135,2025-11-12 03:24:09,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00136,2025-10-22 08:25:22,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00137,2026-03-02 00:03:37,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00138,2025-09-27 05:54:08,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00139,2025-07-15 06:51:37,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00140,2026-02-09 10:09:45,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00141,2025-10-07 05:14:08,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00142,2026-01-30 22:07:18,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00143,2025-08-29 15:07:34,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00144,2026-02-18 11:19:50,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00145,2026-02-05 15:54:20,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00146,2025-10-25 21:49:00,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00147,2025-11-03 15:05:35,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00148,2026-03-18 05:49:16,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00149,2026-03-20 21:57:01,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00150,2026-01-24 08:15:45,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00151,2026-03-10 03:02:33,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00152,2025-09-25 12:03:55,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00153,2025-08-11 15:23:18,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00154,2025-08-21 06:33:44,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00155,2025-07-25 10:21:14,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00156,2026-03-07 20:16:43,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00157,2025-10-14 01:29:44,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00158,2025-07-30 04:13:06,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00159,2025-11-28 06:50:57,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00160,2025-08-27 13:07:54,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00161,2025-08-18 14:52:04,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00162,2026-02-28 00:46:14,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00163,2025-10-03 04:43:32,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00164,2026-01-03 09:33:36,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00165,2026-03-26 10:00:54,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00166,2026-03-26 17:26:34,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00167,2026-03-25 15:48:23,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00168,2025-07-25 09:37:19,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00169,2025-11-13 19:38:39,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00170,2025-07-28 12:41:32,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00171,2025-11-14 02:32:00,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00172,2026-01-28 12:58:35,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00173,2025-09-26 02:33:16,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00174,2025-12-24 09:33:08,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00175,2025-10-20 16:00:03,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00176,2025-09-06 12:37:13,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00177,2025-09-25 22:30:47,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00178,2025-12-28 21:58:51,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00179,2026-02-03 11:28:31,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00180,2026-01-09 02:08:37,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00181,2025-11-09 20:26:12,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00182,2025-08-07 03:49:04,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00183,2025-12-29 23:33:19,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00184,2026-03-21 05:57:46,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00185,2026-01-07 07:34:32,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00186,2025-12-28 22:24:56,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00187,2025-09-25 10:11:14,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00188,2025-09-03 10:24:52,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00189,2026-01-28 23:33:57,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00190,2025-12-31 12:01:49,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00191,2026-02-09 20:32:58,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00192,2026-03-03 00:49:00,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00193,2026-02-25 11:31:15,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00194,2025-08-17 14:04:58,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00195,2025-09-26 14:46:56,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00196,2026-01-25 22:33:42,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00197,2026-01-30 08:36:09,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00198,2025-07-29 11:02:01,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00199,2025-11-18 04:35:35,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00200,2025-09-25 12:08:36,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00201,2026-03-18 18:12:45,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00202,2025-07-31 14:46:00,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00203,2026-03-21 12:06:47,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00204,2025-08-22 20:32:14,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00205,2025-10-13 08:30:16,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00206,2025-08-27 01:05:57,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00207,2025-07-27 14:04:53,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00208,2025-09-03 19:44:52,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00209,2025-10-04 07:04:23,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00210,2026-02-25 12:21:23,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00211,2026-01-23 20:14:34,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00212,2025-12-16 09:10:57,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00213,2025-12-25 01:26:17,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00214,2025-10-30 20:49:01,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00215,2025-11-18 03:19:25,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00216,2025-09-07 05:36:26,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00217,2025-08-14 12:41:53,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00218,2025-12-19 12:46:14,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00219,2025-08-15 20:15:09,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00220,2025-12-08 15:23:59,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00221,2025-11-14 03:09:20,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00222,2025-12-02 17:29:26,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00223,2025-08-15 09:45:04,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00224,2026-03-11 22:23:31,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00225,2025-12-18 17:52:15,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00226,2026-03-08 20:42:47,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00227,2025-12-18 06:37:20,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00228,2025-07-13 17:15:57,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00229,2025-08-22 09:08:57,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00230,2025-10-29 09:43:34,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00231,2025-09-26 23:18:36,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00232,2025-11-06 18:42:43,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00233,2025-09-27 18:33:51,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00234,2026-01-26 20:59:13,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00235,2025-07-10 03:55:51,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00236,2025-08-22 22:06:07,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00237,2025-08-08 17:46:19,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00238,2025-07-28 04:57:38,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00239,2026-01-22 04:49:28,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00240,2025-12-23 15:10:16,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00241,2025-12-15 03:44:48,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00242,2025-08-19 22:01:53,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00243,2025-11-16 09:40:23,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00244,2026-03-06 10:35:17,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00245,2025-10-29 16:55:33,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00246,2025-10-11 20:31:50,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00247,2026-01-18 11:37:40,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00248,2025-08-08 02:23:09,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00249,2025-10-12 14:59:59,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00250,2025-11-02 14:03:29,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00251,2025-07-17 10:52:12,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00252,2026-03-18 11:18:44,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00253,2025-09-09 02:37:21,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00254,2026-01-09 02:30:06,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00255,2025-08-30 23:03:04,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00256,2025-08-09 23:50:06,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00257,2026-02-02 21:00:57,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00258,2026-03-09 02:51:58,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00259,2025-12-09 16:12:01,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00260,2025-09-11 06:20:01,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00261,2025-07-08 12:52:19,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00262,2025-08-31 10:32:29,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00263,2025-12-22 06:16:29,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00264,2025-10-10 17:04:08,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00265,2025-08-16 03:23:16,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00266,2026-01-03 19:45:08,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00267,2025-09-05 09:10:28,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00268,2025-11-24 17:51:59,icloud.com,BENIGN_ISOLATED,0,,NONE
usr_00269,2025-09-08 10:59:40,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00270,2025-09-28 06:15:54,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00271,2025-08-12 12:37:59,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00272,2025-12-12 11:03:40,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00273,2025-07-13 23:42:20,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00274,2026-01-25 06:00:53,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00275,2026-01-25 18:39:51,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00276,2026-03-22 23:04:40,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00277,2026-03-17 11:28:16,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00278,2025-09-12 17:08:07,proton.me,BENIGN_ISOLATED,0,,NONE
usr_00279,2025-08-19 23:35:26,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00280,2025-11-22 11:18:01,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00281,2026-01-14 02:05:51,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00282,2026-02-15 07:35:44,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00283,2026-02-28 07:47:29,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00284,2026-01-07 08:15:28,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00285,2025-09-02 04:04:30,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00286,2025-11-28 17:51:58,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00287,2026-01-11 00:32:25,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00288,2025-11-04 04:26:11,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00289,2026-03-25 01:05:24,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00290,2025-10-23 14:25:40,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00291,2025-08-18 16:43:53,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00292,2025-12-18 22:41:07,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00293,2025-10-10 02:25:28,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00294,2025-07-23 18:08:47,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00295,2025-10-16 02:00:12,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00296,2025-11-22 00:21:03,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00297,2026-01-18 07:36:03,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00298,2026-02-02 07:56:55,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00299,2025-11-30 07:20:36,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00300,2026-03-13 02:42:51,yahoo.com,BENIGN_ISOLATED,0,,NONE
usr_00301,2025-10-23 09:16:58,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00302,2026-02-04 21:06:24,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00303,2025-08-03 16:39:05,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00304,2025-10-27 15:31:20,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00305,2026-03-13 13:37:57,outlook.com,BENIGN_ISOLATED,0,,NONE
usr_00306,2025-12-08 08:16:00,gmail.com,BENIGN_ISOLATED,0,,NONE
usr_00307,2025-12-12 13:30:27,gmail.com,BENIGN_ISOLATED,0,,NONE
