transaction_id,timestamp,user_id,amount,currency,device_id,ip_address,payment_instrument_id,shipping_address_id,billing_address_id,product_category,is_promo_used,order_status,is_abuse_ring,ring_id,ring_type,user_population_type
tx_0009985,2026-01-01 09:15:14,usr_01643,23.09,INR,dev_001822,100.8.26.75,pmt_001868,addr_001775,addr_001775,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0012877,2026-01-01 09:17:21,usr_02131,51.44,INR,dev_002354,100.10.117.178,pmt_002436,addr_002309,addr_002309,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0012897,2026-01-01 09:17:34,usr_02135,40.3,INR,dev_002358,100.10.124.185,pmt_002441,addr_002313,addr_002313,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022299,2026-01-01 09:23:45,usr_03700,48.53,INR,dev_004082,100.18.41.150,pmt_004242,addr_004011,addr_004011,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0018893,2026-01-01 09:24:59,usr_03136,30.35,INR,dev_003459,100.15.109.200,pmt_003584,addr_003402,addr_003402,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0011601,2026-01-01 09:26:34,usr_01905,69.62,INR,dev_002112,100.9.85.140,pmt_002169,addr_002063,addr_002063,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011612,2026-01-01 09:29:23,usr_01907,121.6,INR,dev_002114,100.9.88.143,pmt_002171,addr_002065,addr_002065,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004676,2026-01-01 09:38:09,usr_00777,43.52,INR,dev_000864,100.3.202.221,pmt_000878,addr_000838,addr_000838,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002015,2026-01-01 09:45:45,usr_00336,37.21,INR,dev_000367,100.1.160.167,pmt_000385,addr_000368,addr_000368,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0009561,2026-01-01 09:46:07,usr_01570,38.35,INR,dev_001743,100.7.185.228,pmt_001784,addr_001702,addr_001702,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019821,2026-01-01 09:50:02,usr_03281,26.89,INR,dev_003621,100.16.33.130,pmt_003751,addr_003561,addr_003561,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0014659,2026-01-01 09:54:57,usr_02425,48.1,INR,dev_002685,100.11.237.54,pmt_002778,addr_002635,addr_002635,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024619,2026-01-01 09:58:13,usr_04197,67.78,INR,dev_004603,100.19.205.70,pmt_004712,addr_004374,addr_004374,groceries,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0001638,2026-01-01 10:10:14,usr_00273,16.8,INR,dev_000297,100.1.85.92,pmt_000309,addr_000300,addr_000300,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006592,2026-01-01 10:18:11,usr_01082,127.51,INR,dev_001205,100.5.80.111,pmt_001235,addr_001170,addr_001170,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025555,2026-01-01 10:20:50,usr_04404,14.04,INR,dev_004818,100.20.98.219,pmt_004902,addr_004525,addr_004525,digital_goods,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0019206,2026-01-01 10:22:32,usr_03185,49.76,INR,dev_003516,100.15.171.12,pmt_003641,addr_003459,addr_003459,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022588,2026-01-01 10:32:13,usr_03744,22.96,INR,dev_004132,100.18.91.200,pmt_004291,addr_004057,addr_004057,gift_cards,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0019052,2026-01-01 10:43:49,usr_03163,72.57,INR,dev_003492,100.15.143.234,pmt_003615,addr_003434,addr_003434,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0021369,2026-01-01 10:52:32,usr_03542,144.33,INR,dev_003906,100.17.97.200,pmt_004055,addr_003841,addr_003841,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0012347,2026-01-01 11:06:02,usr_02039,47.22,INR,dev_002253,100.9.251.56,pmt_002327,addr_002209,addr_002209,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002001,2026-01-01 11:14:53,usr_00333,51.25,INR,dev_000363,100.1.157.164,pmt_000381,addr_000365,addr_000365,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0023788,2026-01-01 11:17:42,usr_04009,18.54,INR,dev_004408,100.19.42.157,pmt_004545,addr_004244,addr_004244,digital_goods,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0009298,2026-01-01 11:19:09,usr_01524,27.07,INR,dev_001689,100.7.125.168,pmt_001732,addr_001654,addr_001654,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011305,2026-01-01 11:22:06,usr_01855,41.73,INR,dev_002058,100.9.24.79,pmt_002115,addr_002010,addr_002010,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0017039,2026-01-01 11:28:47,usr_02834,26.44,INR,dev_003128,100.13.249.78,pmt_003242,addr_003080,addr_003080,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006350,2026-01-01 11:29:29,usr_01044,126.91,INR,dev_001163,100.5.28.59,pmt_001190,addr_001127,addr_001127,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0005867,2026-01-01 11:30:48,usr_00966,38.16,INR,dev_001073,100.4.186.211,pmt_001097,addr_001042,addr_001042,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0001672,2026-01-01 11:31:35,usr_00279,20.47,INR,dev_000303,100.1.93.100,pmt_000317,addr_000306,addr_000306,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0014558,2026-01-01 11:35:54,usr_02405,57.37,INR,dev_002665,100.11.213.30,pmt_002757,addr_002615,addr_002615,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005231,2026-01-01 11:38:45,usr_00863,28.52,INR,dev_000957,100.4.57.82,pmt_000980,addr_000932,addr_000932,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010277,2026-01-01 11:47:36,usr_01692,82.25,INR,dev_001879,100.8.87.136,pmt_001927,addr_001832,addr_001832,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002339,2026-01-01 11:48:27,usr_00395,25.16,INR,dev_000433,100.1.236.243,pmt_000450,addr_000428,addr_000428,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0014215,2026-01-01 11:49:45,usr_02347,229.02,INR,dev_002599,100.11.139.206,pmt_002693,addr_002550,addr_002550,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011099,2026-01-01 11:49:58,usr_01822,43.36,INR,dev_002022,100.8.240.39,pmt_002080,addr_001975,addr_001975,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013101,2026-01-01 11:52:28,usr_02164,22.74,INR,dev_002392,100.10.160.221,pmt_002477,addr_002345,addr_002345,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015956,2026-01-01 11:54:23,usr_02647,22.64,INR,dev_002925,100.13.13.92,pmt_003030,addr_002873,addr_002874,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003488,2026-01-01 11:57:17,usr_00577,32.34,INR,dev_000642,100.2.200.213,pmt_000651,addr_000628,addr_000628,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0011223,2026-01-01 11:58:17,usr_01842,14.2,INR,dev_002042,100.9.7.62,pmt_002102,addr_001996,addr_001996,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010243,2026-01-01 12:01:03,usr_01688,39.08,INR,dev_001875,100.8.82.131,pmt_001922,addr_001828,addr_001828,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003457,2026-01-01 12:06:18,usr_00571,121.11,INR,dev_000636,100.2.191.204,pmt_000645,addr_000622,addr_000622,digital_goods,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0004359,2026-01-01 12:12:20,usr_00724,48.22,INR,dev_000805,100.3.139.158,pmt_000818,addr_000782,addr_000782,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020106,2026-01-01 12:16:12,usr_03326,20.87,INR,dev_003667,100.16.87.184,pmt_003797,addr_003611,addr_003611,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0001149,2026-01-01 12:17:57,usr_00188,44.13,INR,dev_000201,100.0.242.243,pmt_000212,addr_000204,addr_000204,apparel,0,refunded,0,,NONE,BENIGN_ISOLATED
tx_0007463,2026-01-01 12:18:18,usr_01230,26.33,INR,dev_001370,100.6.13.50,pmt_001406,addr_001335,addr_001335,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010246,2026-01-01 12:23:22,usr_01688,93.36,INR,dev_001875,100.8.82.131,pmt_001922,addr_001828,addr_001828,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008994,2026-01-01 12:24:43,usr_01476,44.99,INR,dev_001638,100.7.63.106,pmt_001675,addr_001604,addr_001604,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022969,2026-01-01 12:26:54,usr_03827,99.99,INR,dev_004217,100.18.169.28,pmt_004374,addr_004110,addr_004110,groceries,0,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0014146,2026-01-01 12:40:50,usr_02338,24.85,INR,dev_002588,100.11.127.194,pmt_002682,addr_002541,addr_002541,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008228,2026-01-01 12:43:45,usr_01352,23.5,INR,dev_001505,100.6.168.205,pmt_001541,addr_001465,addr_001465,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015143,2026-01-01 12:44:52,usr_02506,104.31,INR,dev_002769,100.12.90.163,pmt_002868,addr_002721,addr_002721,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0022093,2026-01-01 12:54:33,usr_03663,47.34,INR,dev_004041,100.17.249.102,pmt_004199,addr_003971,addr_003971,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013209,2026-01-01 12:57:55,usr_02184,11.8,INR,dev_002413,100.10.186.247,pmt_002500,addr_002367,addr_002367,digital_goods,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0004964,2026-01-01 13:04:20,usr_00821,95.32,INR,dev_000911,100.4.4.29,pmt_000929,addr_000888,addr_000888,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024542,2026-01-01 13:11:36,usr_04182,57.53,INR,dev_004588,100.19.196.61,pmt_004698,addr_004362,addr_004362,apparel,0,completed,0,,HOUSEHOLD,BENIGN_SHARED
tx_0018707,2026-01-01 13:15:01,usr_03107,66.81,INR,dev_003430,100.15.72.163,pmt_003551,addr_003370,addr_003370,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000732,2026-01-01 13:19:55,usr_00113,44.66,INR,dev_000122,100.0.149.150,pmt_000126,addr_000123,addr_000123,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0003973,2026-01-01 13:19:56,usr_00660,20.26,INR,dev_000732,100.3.53.72,pmt_000743,addr_000716,addr_000716,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0007870,2026-01-01 13:20:15,usr_01294,31.22,INR,dev_001443,100.6.97.134,pmt_001478,addr_001404,addr_001404,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013151,2026-01-01 13:25:46,usr_02174,32.01,INR,dev_002402,100.10.173.234,pmt_002487,addr_002356,addr_002356,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0015284,2026-01-01 13:28:55,usr_02531,20.01,INR,dev_002797,100.12.122.195,pmt_002896,addr_002750,addr_002750,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0017540,2026-01-01 13:32:51,usr_02918,36.77,INR,dev_003218,100.14.91.176,pmt_003335,addr_003167,addr_003167,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0019169,2026-01-01 13:58:49,usr_03180,18.92,INR,dev_003511,100.15.165.6,pmt_003636,addr_003453,addr_003453,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015286,2026-01-01 14:10:24,usr_02532,58.7,INR,dev_002798,100.12.123.196,pmt_002897,addr_002751,addr_002751,digital_goods,0,charged_back,0,,NONE,BENIGN_ISOLATED
tx_0018846,2026-01-01 14:22:16,usr_03128,23.5,INR,dev_003451,100.15.99.190,pmt_003574,addr_003394,addr_003394,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015085,2026-01-01 14:24:43,usr_02497,108.84,INR,dev_002760,100.12.78.151,pmt_002859,addr_002712,addr_002712,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0010733,2026-01-01 14:32:26,usr_01761,37.62,INR,dev_001957,100.8.168.217,pmt_002007,addr_001909,addr_001909,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005515,2026-01-01 14:34:26,usr_00911,62.3,INR,dev_001010,100.4.118.143,pmt_001034,addr_000980,addr_000980,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006721,2026-01-01 14:35:41,usr_01104,111.59,INR,dev_001232,100.5.108.139,pmt_001260,addr_001195,addr_001195,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0010714,2026-01-01 14:47:23,usr_01759,39.75,INR,dev_001954,100.8.165.214,pmt_002005,addr_001907,addr_001907,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0014797,2026-01-01 14:54:12,usr_02446,23.83,INR,dev_002707,100.12.5.78,pmt_002800,addr_002659,addr_002659,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004906,2026-01-01 14:55:46,usr_00812,50.02,INR,dev_000901,100.3.248.17,pmt_000920,addr_000878,addr_000879,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0016275,2026-01-01 14:59:48,usr_02700,29.49,INR,dev_002981,100.13.80.159,pmt_003089,addr_002934,addr_002934,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011364,2026-01-01 15:05:09,usr_01866,16.6,INR,dev_002071,100.9.39.94,pmt_002127,addr_002022,addr_002022,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0013509,2026-01-01 15:05:55,usr_02232,14.1,INR,dev_002468,100.10.244.55,pmt_002558,addr_002420,addr_002420,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0009281,2026-01-01 15:06:22,usr_01521,36.19,INR,dev_001686,100.7.121.164,pmt_001729,addr_001651,addr_001651,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006584,2026-01-01 15:13:27,usr_01080,24.12,INR,dev_001203,100.5.77.108,pmt_001232,addr_001168,addr_001168,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005765,2026-01-01 15:14:42,usr_00948,78.9,INR,dev_001053,100.4.164.189,pmt_001074,addr_001022,addr_001022,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0007468,2026-01-01 15:23:25,usr_01230,24.53,INR,dev_001369,100.6.13.50,pmt_001406,addr_001335,addr_001335,gift_cards,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004260,2026-01-01 15:28:36,usr_00706,20.53,INR,dev_000784,100.3.115.134,pmt_000799,addr_000763,addr_000763,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0001615,2026-01-01 15:38:24,usr_00270,37.71,INR,dev_000294,100.1.81.88,pmt_000305,addr_000296,addr_000296,apparel,0,refunded,0,,NONE,BENIGN_ISOLATED
tx_0011380,2026-01-01 15:45:11,usr_01868,53.42,INR,dev_002073,100.9.41.96,pmt_002129,addr_002024,addr_002024,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0018148,2026-01-01 15:46:02,usr_03016,64.41,INR,dev_003325,100.14.215.50,pmt_003446,addr_003274,addr_003274,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0000844,2026-01-01 16:04:38,usr_00131,30.08,INR,dev_000140,100.0.171.172,pmt_000145,addr_000144,addr_000144,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0011782,2026-01-01 16:05:24,usr_01940,92.84,INR,dev_002148,100.9.133.188,pmt_002210,addr_002104,addr_002104,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015552,2026-01-01 16:09:08,usr_02579,44.91,INR,dev_002849,100.12.180.3,pmt_002949,addr_002800,addr_002800,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0020399,2026-01-01 16:15:52,usr_03373,57.62,INR,dev_003716,100.16.142.239,pmt_003851,addr_003661,addr_003661,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0024613,2026-01-01 16:15:57,usr_04196,85.0,INR,dev_004602,100.19.205.70,pmt_004711,addr_004373,addr_004373,digital_goods,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0010259,2026-01-01 16:16:24,usr_01690,111.96,INR,dev_001877,100.8.84.133,pmt_001924,addr_001830,addr_001830,gift_cards,0,refunded,0,,NONE,BENIGN_ISOLATED
tx_0022618,2026-01-01 16:20:08,usr_03749,24.04,INR,dev_004137,100.18.97.206,pmt_004298,addr_004063,addr_004063,electronics,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0025745,2026-01-01 16:24:13,usr_04443,39.58,INR,dev_004857,100.20.125.246,pmt_004939,addr_004556,addr_004556,groceries,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0004878,2026-01-01 16:27:58,usr_00808,29.94,INR,dev_000897,100.3.243.12,pmt_000914,addr_000873,addr_000873,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0021289,2026-01-01 16:28:00,usr_03527,55.15,INR,dev_003890,100.17.76.179,pmt_004035,addr_003825,addr_003825,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0012782,2026-01-01 16:35:03,usr_02114,51.36,INR,dev_002335,100.10.96.157,pmt_002416,addr_002287,addr_002288,electronics,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0004785,2026-01-01 16:44:45,usr_00793,18.42,INR,dev_000880,100.3.223.242,pmt_000894,addr_000857,addr_000858,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013542,2026-01-01 16:46:33,usr_02237,126.18,INR,dev_002474,100.10.250.61,pmt_002563,addr_002426,addr_002426,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0009132,2026-01-01 16:53:01,usr_01496,26.53,INR,dev_001659,100.7.86.129,pmt_001696,addr_001626,addr_001626,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015052,2026-01-01 17:03:37,usr_02491,99.35,INR,dev_002754,100.12.69.142,pmt_002852,addr_002706,addr_002706,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0005852,2026-01-01 17:06:06,usr_00964,58.98,INR,dev_001071,100.4.184.209,pmt_001095,addr_001039,addr_001039,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0002708,2026-01-01 17:09:45,usr_00450,24.04,INR,dev_000497,100.2.43.56,pmt_000511,addr_000488,addr_000488,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0013530,2026-01-01 17:11:02,usr_02235,26.2,INR,dev_002472,100.10.248.59,pmt_002561,addr_002424,addr_002424,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006136,2026-01-01 17:11:59,usr_01007,74.02,INR,dev_001118,100.4.239.14,pmt_001147,addr_001086,addr_001086,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0015785,2026-01-01 17:12:37,usr_02620,120.46,INR,dev_002895,100.12.232.55,pmt_002996,addr_002844,addr_002844,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0018670,2026-01-01 17:14:41,usr_03100,100.03,INR,dev_003422,100.15.63.154,pmt_003544,addr_003363,addr_003363,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0002980,2026-01-01 17:17:27,usr_00495,51.09,INR,dev_000549,100.2.96.109,pmt_000558,addr_000537,addr_000537,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0008486,2026-01-01 17:18:40,usr_01395,84.16,INR,dev_001550,100.6.223.10,pmt_001589,addr_001512,addr_001512,groceries,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0016772,2026-01-01 17:19:33,usr_02784,23.36,INR,dev_003078,100.13.185.14,pmt_003183,addr_003023,addr_003023,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0023878,2026-01-01 17:24:50,usr_04031,13.08,INR,dev_004431,100.19.51.166,pmt_004566,addr_004264,addr_004264,digital_goods,0,completed,0,,SHARED_IP_OFFICE,BENIGN_SHARED
tx_0002971,2026-01-01 17:25:33,usr_00494,143.48,INR,dev_000548,100.2.95.108,pmt_000557,addr_000536,addr_000536,apparel,1,completed,0,,NONE,BENIGN_ISOLATED
tx_0006292,2026-01-01 17:28:03,usr_01035,15.11,INR,dev_001152,100.5.16.47,pmt_001180,addr_001117,addr_001117,digital_goods,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0006623,2026-01-01 17:34:47,usr_01087,44.83,INR,dev_001212,100.5.87.118,pmt_001241,addr_001175,addr_001175,groceries,0,completed,0,,NONE,BENIGN_ISOLATED
tx_0004960,2026-01-01 17:43:26,usr_00821,26.39,INR,dev_000912,100.4.4.29,pmt_000929,addr_000888,addr_000888,apparel,0,completed,0,,NONE,BENIGN_ISOLATED
