transaction_id,timestamp,is_abuse_ring,amount,product_category,is_promo_used,hour_of_day,day_of_week,is_weekend,billing_shipping_match,account_age_days,email_domain,user_tx_count_1h,user_tx_count_24h,user_tx_count_7d,user_historical_tx_count,user_historical_mean_amount,user_historical_std_amount,amount_to_user_mean_ratio,user_promo_rate,user_unique_device_count,user_unique_ip_count,user_unique_payment_count,user_unique_address_count,device_prior_user_count,ip_prior_user_count,payment_prior_user_count,shipping_address_prior_user_count,billing_address_prior_user_count,max_shared_entity_user_count,number_of_prior_connected_users,shared_entity_types_count,connected_component_user_count,connected_component_total_nodes,connected_component_edge_count,connected_component_density
tx_0016765,2026-01-01 06:14:46,0,16.81,apparel,1,6,3,0,1,154.7316,yahoo.com,0,0,0,0,16.81,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0023362,2026-01-01 06:40:30,0,26.05,groceries,0,6,3,0,1,81.3845,gmail.com,0,0,0,0,26.05,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0013143,2026-01-01 06:49:35,0,142.19,electronics,0,6,3,0,1,171.1986,outlook.com,0,0,0,0,142.19,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0018506,2026-01-01 07:04:58,0,87.15,apparel,1,7,3,0,1,1.9861,gmail.com,0,0,0,0,87.15,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005510,2026-01-01 07:40:29,0,19.79,apparel,0,7,3,0,1,173.8212,gmail.com,0,0,0,0,19.79,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0006153,2026-01-01 07:44:15,0,52.18,gift_cards,1,7,3,0,1,120.6638,outlook.com,0,0,0,0,52.18,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0012856,2026-01-01 07:52:34,0,9.43,electronics,0,7,3,0,1,40.6876,gmail.com,0,0,0,0,9.43,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001981,2026-01-01 08:07:02,0,77.16,groceries,0,8,3,0,1,11.3029,outlook.com,0,0,0,0,77.16,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0016965,2026-01-01 08:10:57,0,90.75,electronics,0,8,3,0,1,19.738,outlook.com,0,0,0,0,90.75,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0023295,2026-01-01 08:24:47,0,13.23,groceries,0,8,3,0,1,30.636,corp.com,0,0,0,0,13.23,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0025151,2026-01-01 08:31:15,0,31.2,apparel,0,8,3,0,1,57.2635,gmail.com,0,0,0,0,31.2,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0023226,2026-01-01 08:39:25,0,23.59,digital_goods,1,8,3,0,1,55.2506,gmail.com,0,0,0,0,23.59,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011758,2026-01-01 08:49:29,0,170.4,electronics,0,8,3,0,0,147.8698,yahoo.com,0,0,0,0,170.4,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010718,2026-01-01 08:52:06,0,32.99,electronics,0,8,3,0,1,53.9625,gmail.com,0,0,0,0,32.99,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022089,2026-01-01 08:53:54,0,27.64,groceries,0,8,3,0,1,52.3985,yahoo.com,0,0,0,0,27.64,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0019005,2026-01-01 08:59:55,0,52.77,apparel,0,8,3,0,1,65.783,gmail.com,0,0,0,0,52.77,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0024485,2026-01-01 09:00:22,0,30.87,digital_goods,1,9,3,0,1,77.2388,gmail.com,0,0,0,0,30.87,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0002936,2026-01-01 09:05:47,0,47.64,groceries,0,9,3,0,0,98.4753,yahoo.com,0,0,0,0,47.64,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0007852,2026-01-01 09:06:04,0,16.01,electronics,0,9,3,0,1,108.4617,outlook.com,0,0,0,0,16.01,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005710,2026-01-01 09:14:10,0,37.03,apparel,0,9,3,0,0,102.9617,icloud.com,0,0,0,0,37.03,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001290,2026-01-01 09:14:52,0,26.3,groceries,0,9,3,0,1,7.3254,gmail.com,0,0,0,0,26.3,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0009985,2026-01-01 09:15:14,0,23.09,apparel,0,9,3,0,1,59.3067,yahoo.com,0,0,0,0,23.09,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0012877,2026-01-01 09:17:21,0,51.44,groceries,0,9,3,0,1,48.0374,gmail.com,0,0,0,0,51.44,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0012897,2026-01-01 09:17:34,0,40.3,electronics,0,9,3,0,1,111.2628,outlook.com,0,0,0,0,40.3,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022299,2026-01-01 09:23:45,0,48.53,electronics,0,9,3,0,1,139.0801,gmail.com,0,0,0,0,48.53,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0018893,2026-01-01 09:24:59,0,30.35,electronics,1,9,3,0,1,104.4467,gmail.com,0,0,0,0,30.35,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011601,2026-01-01 09:26:34,0,69.62,apparel,0,9,3,0,1,89.1053,gmail.com,0,0,0,0,69.62,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011612,2026-01-01 09:29:23,0,121.6,groceries,0,9,3,0,1,1.5804,gmail.com,0,0,0,0,121.6,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0004676,2026-01-01 09:38:09,0,43.52,apparel,0,9,3,0,1,32.2003,gmail.com,0,0,0,0,43.52,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0002015,2026-01-01 09:45:45,0,37.21,apparel,0,9,3,0,1,53.6877,icloud.com,0,0,0,0,37.21,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0009561,2026-01-01 09:46:07,0,38.35,apparel,0,9,3,0,1,65.3808,yahoo.com,0,0,0,0,38.35,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0019821,2026-01-01 09:50:02,0,26.89,groceries,1,9,3,0,1,31.5016,outlook.com,0,0,0,0,26.89,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0014659,2026-01-01 09:54:57,0,48.1,electronics,0,9,3,0,1,163.7268,gmail.com,0,0,0,0,48.1,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0024619,2026-01-01 09:58:13,0,67.78,groceries,0,9,3,0,1,78.5567,corp.com,0,0,0,0,67.78,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001638,2026-01-01 10:10:14,0,16.8,electronics,0,10,3,0,1,171.436,gmail.com,0,0,0,0,16.8,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0006592,2026-01-01 10:18:11,0,127.51,groceries,0,10,3,0,1,131.2411,gmail.com,0,0,0,0,127.51,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0025555,2026-01-01 10:20:50,0,14.04,digital_goods,0,10,3,0,1,23.1059,gmail.com,0,0,0,0,14.04,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0019206,2026-01-01 10:22:32,0,49.76,electronics,0,10,3,0,1,143.563,yahoo.com,0,0,0,0,49.76,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022588,2026-01-01 10:32:13,0,22.96,gift_cards,1,10,3,0,1,85.2004,gmail.com,0,0,0,0,22.96,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0019052,2026-01-01 10:43:49,0,72.57,groceries,0,10,3,0,1,59.7577,proton.me,0,0,0,0,72.57,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0021369,2026-01-01 10:52:32,0,144.33,apparel,0,10,3,0,1,70.7422,outlook.com,0,0,0,0,144.33,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0012347,2026-01-01 11:06:02,0,47.22,apparel,0,11,3,0,1,140.5856,gmail.com,0,0,0,0,47.22,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0002001,2026-01-01 11:14:53,0,51.25,apparel,1,11,3,0,1,24.3676,gmail.com,0,1,1,1,30.86,0.0,1.6607,0.0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,5,0.3333
tx_0023788,2026-01-01 11:17:42,0,18.54,digital_goods,0,11,3,0,1,41.9526,corp.com,0,0,0,0,18.54,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0009298,2026-01-01 11:19:09,0,27.07,electronics,0,11,3,0,1,123.9734,gmail.com,0,0,0,0,27.07,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011305,2026-01-01 11:22:06,0,41.73,groceries,0,11,3,0,1,40.5322,outlook.com,0,0,0,0,41.73,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0017039,2026-01-01 11:28:47,0,26.44,groceries,1,11,3,0,1,66.7285,gmail.com,0,0,0,0,26.44,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0006350,2026-01-01 11:29:29,0,126.91,electronics,1,11,3,0,1,154.5485,icloud.com,0,0,0,0,126.91,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005867,2026-01-01 11:30:48,0,38.16,apparel,0,11,3,0,1,27.0096,yahoo.com,0,0,0,0,38.16,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001672,2026-01-01 11:31:35,0,20.47,apparel,0,11,3,0,1,134.4973,gmail.com,0,0,0,0,20.47,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0014558,2026-01-01 11:35:54,0,57.37,apparel,0,11,3,0,1,26.8317,yahoo.com,0,0,0,0,57.37,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005231,2026-01-01 11:38:45,0,28.52,apparel,0,11,3,0,1,64.2339,proton.me,0,0,0,0,28.52,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010277,2026-01-01 11:47:36,0,82.25,electronics,0,11,3,0,1,99.4604,gmail.com,0,0,0,0,82.25,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0002339,2026-01-01 11:48:27,0,25.16,electronics,0,11,3,0,1,43.8464,gmail.com,0,0,0,0,25.16,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0014215,2026-01-01 11:49:45,0,229.02,groceries,0,11,3,0,1,93.8054,gmail.com,0,0,0,0,229.02,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011099,2026-01-01 11:49:58,0,43.36,groceries,0,11,3,0,1,119.4058,yahoo.com,0,0,0,0,43.36,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0013101,2026-01-01 11:52:28,0,22.74,apparel,0,11,3,0,1,36.4495,yahoo.com,0,0,0,0,22.74,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015956,2026-01-01 11:54:23,0,22.64,apparel,0,11,3,0,0,0.6837,gmail.com,0,0,0,0,22.64,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0003488,2026-01-01 11:57:17,0,32.34,groceries,1,11,3,0,1,49.7765,gmail.com,0,0,0,0,32.34,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011223,2026-01-01 11:58:17,0,14.2,apparel,0,11,3,0,1,141.2756,icloud.com,0,0,0,0,14.2,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010243,2026-01-01 12:01:03,0,39.08,electronics,0,12,3,0,1,16.3765,gmail.com,0,0,0,0,39.08,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0003457,2026-01-01 12:06:18,0,121.11,digital_goods,1,12,3,0,1,15.9927,yahoo.com,0,0,0,0,121.11,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0004359,2026-01-01 12:12:20,0,48.22,electronics,0,12,3,0,1,152.1254,gmail.com,0,0,0,0,48.22,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0020106,2026-01-01 12:16:12,0,20.87,apparel,0,12,3,0,1,113.5497,gmail.com,0,0,0,0,20.87,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001149,2026-01-01 12:17:57,0,44.13,apparel,0,12,3,0,1,120.0785,gmail.com,0,0,0,0,44.13,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0007463,2026-01-01 12:18:18,0,26.33,apparel,0,12,3,0,1,152.9712,yahoo.com,0,0,0,0,26.33,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010246,2026-01-01 12:23:22,0,93.36,digital_goods,0,12,3,0,1,16.392,gmail.com,1,1,1,1,39.08,0.0,2.3889,0.0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,5,0.3333
tx_0008994,2026-01-01 12:24:43,0,44.99,electronics,0,12,3,0,1,167.9422,gmail.com,0,0,0,0,44.99,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022969,2026-01-01 12:26:54,0,99.99,groceries,0,12,3,0,1,83.7803,gmail.com,0,0,0,0,99.99,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0014146,2026-01-01 12:40:50,0,24.85,digital_goods,0,12,3,0,1,93.0625,icloud.com,0,0,0,0,24.85,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0008228,2026-01-01 12:43:45,0,23.5,apparel,0,12,3,0,1,39.1011,outlook.com,0,0,0,0,23.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015143,2026-01-01 12:44:52,0,104.31,electronics,0,12,3,0,1,156.739,icloud.com,0,0,0,0,104.31,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022093,2026-01-01 12:54:33,0,47.34,electronics,0,12,3,0,1,52.5657,yahoo.com,0,1,1,1,27.64,0.0,1.7127,0.0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,5,0.3333
tx_0013209,2026-01-01 12:57:55,0,11.8,digital_goods,1,12,3,0,1,15.6649,gmail.com,0,0,0,0,11.8,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0004964,2026-01-01 13:04:20,0,95.32,apparel,0,13,3,0,1,38.7478,outlook.com,0,0,0,0,95.32,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0024542,2026-01-01 13:11:36,0,57.53,apparel,0,13,3,0,1,9.4639,gmail.com,0,0,0,0,57.53,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0018707,2026-01-01 13:15:01,0,66.81,apparel,0,13,3,0,1,16.6809,outlook.com,0,0,0,0,66.81,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0000732,2026-01-01 13:19:55,0,44.66,groceries,0,13,3,0,1,3.9974,outlook.com,0,0,0,0,44.66,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0003973,2026-01-01 13:19:56,0,20.26,apparel,0,13,3,0,1,133.012,gmail.com,0,0,0,0,20.26,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0007870,2026-01-01 13:20:15,0,31.22,apparel,0,13,3,0,1,156.5319,gmail.com,0,0,0,0,31.22,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0013151,2026-01-01 13:25:46,0,32.01,apparel,1,13,3,0,1,79.12,proton.me,0,0,0,0,32.01,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015284,2026-01-01 13:28:55,0,20.01,apparel,0,13,3,0,1,174.3116,gmail.com,0,0,0,0,20.01,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0017540,2026-01-01 13:32:51,0,36.77,groceries,0,13,3,0,1,160.7667,gmail.com,0,0,0,0,36.77,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0019169,2026-01-01 13:58:49,0,18.92,apparel,0,13,3,0,1,147.3257,icloud.com,0,0,0,0,18.92,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015286,2026-01-01 14:10:24,0,58.7,digital_goods,0,14,3,0,1,158.4389,gmail.com,0,0,0,0,58.7,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0018846,2026-01-01 14:22:16,0,23.5,digital_goods,0,14,3,0,1,76.3629,gmail.com,0,0,0,0,23.5,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015085,2026-01-01 14:24:43,0,108.84,electronics,1,14,3,0,1,122.4954,gmail.com,0,0,0,0,108.84,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010733,2026-01-01 14:32:26,0,37.62,groceries,0,14,3,0,1,128.2828,gmail.com,0,0,0,0,37.62,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005515,2026-01-01 14:34:26,0,62.3,apparel,1,14,3,0,1,67.6312,icloud.com,0,0,0,0,62.3,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0006721,2026-01-01 14:35:41,0,111.59,electronics,0,14,3,0,1,20.0652,gmail.com,0,0,0,0,111.59,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0010714,2026-01-01 14:47:23,0,39.75,apparel,1,14,3,0,1,54.2092,gmail.com,0,1,1,1,32.99,0.0,1.2049,0.0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,5,0.3333
tx_0014797,2026-01-01 14:54:12,0,23.83,apparel,0,14,3,0,1,178.0408,gmail.com,0,0,0,0,23.83,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0004906,2026-01-01 14:55:46,0,50.02,groceries,0,14,3,0,0,133.3653,yahoo.com,0,0,0,0,50.02,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0016275,2026-01-01 14:59:48,0,29.49,groceries,0,14,3,0,1,104.4965,gmail.com,0,0,0,0,29.49,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011364,2026-01-01 15:05:09,0,16.6,apparel,1,15,3,0,1,19.6672,gmail.com,0,0,0,0,16.6,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0013509,2026-01-01 15:05:55,0,14.1,apparel,0,15,3,0,1,127.3637,gmail.com,0,0,0,0,14.1,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0009281,2026-01-01 15:06:22,0,36.19,groceries,1,15,3,0,1,162.2129,gmail.com,0,0,0,0,36.19,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0006584,2026-01-01 15:13:27,0,24.12,groceries,0,15,3,0,1,1.4175,yahoo.com,0,0,0,0,24.12,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0005765,2026-01-01 15:14:42,0,78.9,apparel,0,15,3,0,1,10.1188,gmail.com,0,0,0,0,78.9,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0007468,2026-01-01 15:23:25,0,24.53,gift_cards,0,15,3,0,1,153.0998,yahoo.com,0,1,1,1,26.33,0.0,0.9316,0.0,1,1,1,1,0,1,1,1,1,1,0,0,1,6,5,0.3333
tx_0004260,2026-01-01 15:28:36,0,20.53,apparel,0,15,3,0,1,15.6679,gmail.com,0,0,0,0,20.53,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0001615,2026-01-01 15:38:24,0,37.71,apparel,0,15,3,0,1,95.3906,gmail.com,0,0,0,0,37.71,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011380,2026-01-01 15:45:11,0,53.42,apparel,1,15,3,0,1,139.5044,outlook.com,0,0,0,0,53.42,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0018148,2026-01-01 15:46:02,0,64.41,apparel,0,15,3,0,1,44.0279,outlook.com,0,0,0,0,64.41,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0000844,2026-01-01 16:04:38,0,30.08,groceries,0,16,3,0,1,165.2894,gmail.com,0,0,0,0,30.08,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0011782,2026-01-01 16:05:24,0,92.84,apparel,0,16,3,0,1,99.9752,gmail.com,0,0,0,0,92.84,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0015552,2026-01-01 16:09:08,0,44.91,apparel,0,16,3,0,1,8.4706,gmail.com,0,0,0,0,44.91,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0020399,2026-01-01 16:15:52,0,57.62,apparel,0,16,3,0,1,133.4198,gmail.com,0,0,0,0,57.62,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0024613,2026-01-01 16:15:57,0,85.0,digital_goods,0,16,3,0,1,81.3985,corp.com,0,0,0,0,85.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0.0
tx_0010259,2026-01-01 16:16:24,0,111.96,gift_cards,0,16,3,0,1,59.2254,gmail.com,0,0,0,0,111.96,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0022618,2026-01-01 16:20:08,0,24.04,electronics,0,16,3,0,1,72.6803,gmail.com,0,0,0,0,24.04,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
tx_0025745,2026-01-01 16:24:13,0,39.58,groceries,0,16,3,0,1,67.1421,gmail.com,0,0,0,0,39.58,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0
